"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua y Barbuda","ATG","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","2.200768802","2.858449577","3.480536838","4.0717165","5.300681138","6.482225737","8.899285515","12.5","17.22864878","24.26654372","27","30","34","38","42","47","52","58","63.4","67.78","70","73","76","","",
"Australia","AUS","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.585094712","1.097203891","1.768764913","1.974611016","2.232101254","2.759654513","3.27524987","16.36935838","30.81323944","40.7837839","46.75611561","52.68926643","","","","63","66","69.45","71.67","74.25","76","79.48769771","79","83.45349717","84","84.56051935","86.54","86.54504885","","",
"Austria","AUT","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.130369377","0.259081553","0.642817619","0.76534273","1.393422968","1.890210524","6.909162353","9.533974317","15.42121932","23.0443171","33.73013295","39.18545018","36.56","42.7","54.28","58","63.6","69.37","72.87","73.45","75.17","78.7399931","80.02999392","80.6188","80.99582496","83.94014193","84.32374257","87.93558659","87.71046495","",
"Azerbaiyán","AZE","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.001431415","0.002055556","0.006354585","0.025187933","0.037485109","0.099228942","0.147757576","0.305564638","4.999713678","","","8.030375356","11.99217733","14.54","17.08","27.4","46","50","54.2","73.00000137","75.00001564","77","78.2","79","79.79999549","",
"Burundi","BDI","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000803592","0.007979439","0.015842776","0.039204469","0.077248447","0.106001245","0.118228412","0.201273197","0.349060462","0.542142866","0.65759259","0.7","0.81","0.9","1","1.11","1.219999945","1.264218111","1.38","4.866224464","5.173626777","2.660748535","","",
"Bélgica","BEL","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00100674","0.020072645","0.100041027","0.199446059","0.69599469","0.99166299","2.968411647","4.93808091","7.886622701","13.77221446","29.43169169","31.28839551","46.33","49.97","53.86","55.82","59.72","64.44","66","70","75","81.609996","80.71999055","82.1702","85","85.0529","86.51647666","87.67968082","88.65506428","",
"Benin","BEN","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0016931","0.024648796","0.047877304","0.154906741","0.225247851","0.36341789","0.702945595","0.951327115","1.182540965","1.271031439","1.537854346","1.79","1.85","2.24","3.13","4.148323066","4.5","4.9","6","11.25498791","11.99404791","20","","",
"Burkina Faso","BFA","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000960519","0.018686353","0.045423484","0.061780293","0.077080169","0.157732465","0.200992598","0.373440303","0.400295285","0.469914489","0.632707564","0.75","0.92","1.13","2.4","3","3.725034916","9.1","9.4","14","13.96","16","","",
"Bangladesh","BGD","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.000751046","0.003684813","0.036170407","0.071039423","0.129807974","0.139920289","0.163877665","0.199036334","0.241637326","1","1.8","2.5","3.1","3.7","4.5","5","6.63","13.9","14.4","18.02","15","","",
"Bulgaria","BGR","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.002339042","0.019526669","0.119665549","0.725251167","1.219813132","1.844965121","2.908154025","5.370923469","7.612297749","9.08","12.04","18.13","19.97","27.09","33.64","39.67","45","46.23","47.97999305","51.89998767","53.0615","55.49","56.6563","59.82554766","63.41010138","64.78201069","",
"Bahrein","BHR","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.346205844","0.843254219","1.646299202","3.218202151","4.720358118","6.153732546","15.03863425","18.05072089","21.55494499","21.45868051","21.30373351","28.24395243","32.91","51.95","53","55","76.9999665","88","90.0000397","90.50313348","93.47830114","97.9999807","95.87813575","98.64342901","",
"Bahamas","BHS","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.960030721","1.746950698","1.362953903","2.33559071","3.764557822","8","11.8","18","20","22","25","26","27","31.54","33.88","43","65","71.74820281","72","76.92","78","80","85","","",
"Bosnia y Herzegovina","BIH","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.015125563","0.059425563","0.14367106","0.1943742","1.08296075","1.200526951","2.648267914","3.965036834","15.46897162","21.326701","25.12238569","27.92","34.66","37.74","42.75","43.88768653","45.06450043","48.52131417","49.91773243","52.6","60.25653543","64.89197728","70.12013504","",
"Belarús","BLR","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000485951","0.002921254","0.029298294","0.049020891","0.073868897","0.494881245","1.860398126","4.300616022","8.950971315","","","","16.2","19.7","23","27.43","31.8","39.64889566","46.91","54.17","59.02","62.23036091","71.11304576","74.43644541","79.12988669","",
"Belice","BLZ","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.04539718","0.882807327","1.288582302","2.091516391","4.076740564","5.963835303","","5.684251214","","9.8","17","24","24.6","26.3","27.2","28.2","30.7","31","33.6","38.7","41.59","44.57574032","47.0826258","","",
"Bermudas","BMU","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","6.838163465","16.20246602","24.18925674","32.10375935","39.94758876","42.94986002","47.5096999","52.03159737","56.52201218","60.99086701","65.44706579","69.89965516","74.35059403","82.3","83.25","84.21","88.336","91.29930452","95.3","96.8","98.32360965","98","98.37","","",
"Bolivia","BOL","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.066807568","0.196081174","0.447839036","0.626484062","0.981815187","1.442763585","2.120462534","3.117192947","3.508596401","4.439924601","5.227583957","6.200671255","10.49924432","12.5","16.8","22.4","30","35.34","36.99","34.6","35.56227065","39.6975146","43.83227607","","",
"Brasil","BRA","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.003288171","0.012946262","0.025498253","0.037672709","0.105138168","0.450789179","0.786079155","1.477874959","2.038732184","2.870685159","4.528494869","9.149425086","13.2075861","19.07367227","21.02274725","28.17838018","30.88","33.83","39.22","40.65","45.69","48.56","51.04","54.55100188","58.32795173","60.87254007","67.47128452","","",
"Barbados","BRB","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.007752238","0.389464214","0.783428912","1.970249237","2.376247035","3.973678355","11.93645034","27.83632242","39.68962712","49.8","52.5","55.3","58.2","61.4","64.7","65.1","66.5","71.2","71.8","75.16","76.11","79.54939789","81.76077839","","",
"Brunei Darussalam","BRN","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","1.017080166","3.303349927","4.831057905","6.284742844","7.671041206","8.996284534","12.91776908","15.32987986","19.59500322","29.71560414","36.46639195","42.18634916","44.68","46","49","53","56","60.27306504","64.5","68.77","71.2","90","94.86669164","94.60004747","",
"Bhután","BTN","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","0.137571514","0.400944447","0.864628564","1.675802584","2.436912399","3.156984196","3.847106745","4.518317258","5.92","6.55","7.17","13.6","14.4","15.6","22.4","30.3","39.8","41.77264453","48.10641588","","",
"Botswana","BWA","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0.064521041","0.15745423","0.30774685","0.602400929","1.122391474","2.902666622","3.430886787","3.385922351","3.345190174","3.304889253","3.262554036","4.289932975","5.28","6.25","6.15","6","9","16","30","36.74474744","37.31205037","39.36299738","47","","",
"República Centroafricana","CAF","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.005849503","0.014270881","0.027878201","0.040894287","0.053394174","0.078543428","0.128537117","0.151563338","0.223401395","0.268195609","0.311159173","0.375815961","1","1.8","2","2.2","3","3.4","3.6","3.8","4","4.339254945","","",
"Canadá","CAN","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.360999701","0.570385926","0.91598104","1.184557509","2.378693853","4.163525253","6.76023965","15.07235736","24.8974003","36.18644004","51.3","60.2","61.59329927","64.2","65.95596346","71.66","72.4","73.2","76.7","80.3","80.3","83","83","85.8","87.12","90","91.16","91","","",
"Europa Central y del Báltico","CEB","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.148647877475347","0.389280758801501","0.622014316481752","1.06881245825993","1.79192320993254","3.51519903832046","4.96728024848546","7.05382123604702","10.2388299968777","18.2554759298689","22.593121099384","29.2463406861194","34.7508894916645","40.8006088189678","45.2841740271644","50.6865288171856","55.0986207601394","58.5913129651185","59.1103467325323","61.7163415104824","63.463990446104","66.483392613176","67.3494691319343","71.3419807922689","73.4095661289698","75.8878013195563","",
"Suiza","CHE","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.595714223","1.17995597","1.751713322","2.167270203","2.720004329","3.552007211","4.549656748","15.1","24.8","34","47.1","55.1","61.4","65.1","67.8","70.1","75.7","77.2","79.2","81.3","83.9","85.19302818","85.2","86.34","87.4","87.4790556","89.13468774","89.68614767","","",
"Islas del Canal","CHI","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.036548938","0.071783144","0.141084507","0.346980781","0.68347561","1.057092496","1.662322022","4.103419297","16.6","19.1","22.1","25.47377889","28.17791012","31.17534703","34.49775117","35.9","37.3","41.56","45","52.24960729","55.05","58","61.11","76.63","83.55858602","82.32748693","","",
"China","CHN","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00016868","0.001168115","0.00495471","0.013081692","0.032394861","0.168540297","0.708187957","1.775913207","2.639650215","4.595704331","6.2","7.3","8.523257003","10.52315262","16","22.6","28.9","34.3","38.3","42.30011749","45.8","47.9","50.3","53.2","54.3","","",
"Côte d'Ivoire","CIV","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.000200256","0.00840978","0.018828361","0.060974439","0.118685917","0.231461671","0.395747702","0.497929361","0.758669629","0.849282415","1.039238205","1.524900791","1.8","1.9","2","2.7","2.9","5","12","19.2742298","38.44","41.20781493","43.83992085","46.82372708","",
"Camerún","CMR","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.006768744","0.013216341","0.129067581","0.252120078","0.277051322","0.360871584","0.587622611","0.976075415","1.402654226","2.028744791","2.93","3.4","3.84","4.3","5","7.5","10","16.21487223","20.68014766","23.20297197","23.20297197","","",
"Congo, República Democrática del","COD","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000108207","0.000211213","0.000413065","0.001009076","0.005902114","0.011475782","0.092790702","0.134914837","0.196208375","0.238037799","0.29605361","0.37","0.44","0.56","0.72","1.2","1.679961015","2.2","3","3.799999507","6.20997406","8.619904916","","",
"Congo, República del","COG","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00352686","0.003469104","0.003415143","0.016791049","0.026354732","0.032223616","0.157249517","0.460014187","1.07750493","1.46342006","2.007990079","2.759704374","4.287509903","4.5","5","5.6","6.106695024","6.6","7.11","7.615974662","8.121949323","8.65","","",
"Colombia","COL","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.107173945","0.18804679","0.330017773","0.550521023","1.126225245","1.697730794","2.207532993","2.854199971","4.6","7.388923711","9.118690303","11.00726389","15.34167454","21.8","25.6","30","36.5","40.35091575","48.98","51.7","52.57","55.90497251","58.13649357","62.25988032","","",
"Comoras","COM","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0.03787097","0.148162964","0.271740607","0.443068373","0.554869675","0.84818937","1.327327178","2","2.2","2.5","3","3.5","5.1","5.5","5.975296308","6.5","6.98","7.459161386","7.938322771","8.478170295","","",
"Cabo Verde","CPV","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.24096792","0.472735008","1.159982461","1.822443852","2.685332713","3.518757175","4.324885391","5.31883207","6.074087107","6.808911008","8.28321982","14","21","30","32","34.74","37.5","40.26","42.68","50.32281787","57.16214635","58.17137201","",
"Costa Rica","CRI","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.001113325","0.081509754","0.279912479","0.416829206","0.84105704","1.640221288","2.666378698","3.904323257","5.800253023","9.559482135","19.89485113","20.33361481","20.79230671","22.07","25.1","28.4","32.29","34.33","36.5","39.212196","47.5","45.96","53","59.76295014","65.88044919","71.3907709","74.08680223","",
"Estados pequeos del Caribe","CSS","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.192745493955316","0.552033163495472","0.900278278951301","1.93921057136022","3.36610418226324","4.91930591106778","8.30408436946586","11.7495839062206","14.9038067909455","16.8171367688713","19.4232960243223","22.2926656186356","24.4998464040913","27.6679876313022","31.7508974648875","35.3910946256284","42.1412538804617","42.4939916495827","45.2698401409788","48.3336918473278","50.295468139717","52.9532109498586","59.1763508019124","","",
"Cuba","CUB","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","9.17E-05","0.031949001","0.068220214","0.226699199","0.314690541","0.541182549","1.079751722","3.770585038","5.241269054","8.407984759","9.738062208","11.15960131","11.69","12.94","14.33","15.9","16.0172908","21.2","27.93","29.07018437","37.30509742","42.97867519","57.14840432","","",
"Curacao","CUW","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.85551074","68.12721625","","",
"Islas Caimán","CYM","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","3.948967193","","","","","","","","","","38.03438308","44.5","52","61","64.5","66","69.46594499","69.7","71.4","74.1","77","79","81.06769325","","",
"Chipre","CYP","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.05006043","0.056367482","0.111034621","0.410120685","0.673343541","4.378272095","8.890539159","11.34239866","15.25539437","18.81875904","28.32","30.09","33.83","32.81","35.83","40.77","42.31","49.81","52.99","56.85989235","60.6898684","65.4548","69.33","71.7159","75.9002054","80.74318897","84.43358252","",
"República Checa","CZE","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.581319529","1.259217838","1.45357584","1.940378193","2.915698695","3.895906065","6.832802018","9.780527888","14.69717212","23.93","34.3","35.5","35.27","47.93","51.93","62.97","64.43","68.82","70.49","73.43000782","74.1104","74.23171164","75.6688387","76.4811987","78.71916143","80.68816754","",
"Alemania","DEU","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.125892223","0.250274153","0.43528529","0.463635096","0.922541043","1.837737754","3.054805234","6.711087477","9.877852428","20.84598264","30.2163466","31.65093942","48.82","55.9","64.73","68.71","72.16","75.16","78","79","82","81.26999954","82.34999847","84.17","86.19","87.58979935","84.16520664","84.39550077","89.73912104","",
"Djibouti","DJI","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.01603083","0.031166241","0.082941498","0.094696004","0.105761909","0.194500528","0.343526263","0.486971705","0.625940229","0.781317175","0.953611449","1.270041159","1.62","2.26","4","6.5","7","8.267232892","9.5","10.71","11.92243143","13.13491511","55.68140925","","",
"Dominica","DMA","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.548762737","1.165518146","","2.925345191","2.932164377","8.814844198","13.24522804","18.42489277","23.62041985","30.31961309","38.54364326","39.3981743","40.27446301","41.16","42.02","47.45","48.6","49.8","51","57.5","65","67.03","69.61966879","","",
"Dinamarca","DNK","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.097277268","0.194056515","0.386913951","0.578329976","1.34430775","3.82565642","5.714987841","11.38200494","22.66874615","30.59204065","39.17243086","42.95752472","64.25","76.26","80.93","82.74","86.65","85.03","85.02","86.84","88.72","89.81001339","92.26001172","94.6297","95.99","96.3305","96.96778525","97.09936216","97.64426813","",
"República Dominicana","DOM","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.017233601","0.074987053","0.142687565","0.233914189","1.104743874","3.704692356","4.429390697","6.823725733","7.898392937","8.865553461","11.48319778","14.84492837","17.66","20.82","27.72","31.4","38","42.32","45.9","49.58","54.21576634","63.87086474","67.57123468","74.82428986","",
"Argelia","DZA","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000360674","0.001768954","0.001738533","0.010268463","0.020238555","0.199523843","0.491705679","0.646114017","1.59164126","2.195359731","4.634475088","5.843942092","7.375984956","9.451190626","10.18","11.23","12.5","14.9","18.2","22.5","29.5","38.2","42.94552688","47.69105515","59.57968476","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00115652728777476","0.00401464308523091","0.0130515834137773","0.033627577725944","0.0940977216703898","0.32318177871606","0.852457293643859","1.89386467568083","2.77799334405049","4.40510188793623","5.76259077118514","6.88291617865968","8.31300609300024","10.1680244802091","14.3849555089716","19.2725284794523","23.7890210408462","28.9798350006277","32.4044588546775","36.0824061806959","39.7164193738599","42.0618027503691","44.2904169011263","48.7288078320717","51.1687446618058","","",
"inicial del dividendo demográfico","EAR","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000242858309310714","","","","0.0148416279260264","0.0452130505213127","0.0801944735104644","0.162571964183421","0.342002338689618","0.610515181076289","1.22726119279789","1.68205502198015","2.82828584755921","3.39543202868693","4.20164812374342","4.87393456483857","5.75267095432633","7.31451993399859","8.47397596468774","9.66419684431853","12.7928570244362","15.4256703431444","18.0765076283703","20.9099361376341","25.4490759552748","25.7726539302834","30.1667498501377","38.0290615573552","","",
"Asia oriental y el Pacífico","EAS","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00721087457948787","","","0.0793277598711601","0.117599981911064","0.210400620359377","0.467536911294776","1.08368558341961","1.88541468355169","3.41787819769399","5.60924070528704","7.27835490444649","9.03018298411244","10.5833990437142","12.6339668763941","14.6865023197775","16.6375335685497","20.7904574744464","25.2855108798676","29.5506961195955","34.2705539668784","37.4023237117011","40.743754029271","44.6092050654212","46.838477159998","48.9987474828847","53.1874208856639","55.0732656812636","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00909311213436174","0.0375130378287885","0.0888887746025559","0.18851901131764","0.361278760694988","0.67641399516603","1.10441121267699","1.97077591232207","2.87824511470309","5.01176242834727","7.30001771527717","10.7063046445601","12.4900429977375","15.0237677640921","20.3921152361791","23.8993210606006","27.4605930933097","35.6206969378559","40.5454110681726","48.8268692623845","52.7891291858293","56.8994546422989","58.7934861658622","62.5179342049297","66.5874019895887","76.4863910014852","",
"Europa y Asia central","ECS","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0480578365396327","","0.262321896525938","0.31764909887186","0.564228623949356","1.02300985199028","1.84143722486219","3.35516386230289","5.43116424864215","9.22579366381767","13.1562465559254","16.3803266872053","23.0071049499467","28.309747074224","32.2957215789562","35.1437481479989","38.0102339728904","43.6168164513068","47.3177041996083","50.5358475752333","56.0868823063161","58.7933713369288","63.5904777740431","66.3123556101227","68.9892517238061","70.043997006879","72.4462776776976","75.0278206846807","81.6900882575112","",
"Ecuador","ECU","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.005118035","0.016400751","0.034833586","0.043833641","0.086161276","0.110217959","0.125272771","0.823371634","1.462188536","2.670443674","4.260796915","4.460228345","4.834442638","5.994255161","7.2","10.8","18.8","24.6","29.03","31.36680836","35.13514645","40.27912194","45.59039067","48.94043379","54.06292473","57.27224368","","",
"Egipto, República Árabe de","EGY","Personas que usan Internet (% de la población)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.000975791","0.00638327","0.031319638","0.061466899","0.090480245","0.147987377","0.290445278","0.641265038","0.838945611","2.719999715","4.037885107","11.92","12.75","13.66","16.03","18.01","20","21.6","25.6","26.4","29.4","33.89460391","37.81938343","41.24806709","44.95020425","46.92433809","",
